payment_id,customer_id,amount,currency,payment_method,status,created_at,failed_at,retry_count,error_code,error_source,recoverable,ground_truth_root_cause,ground_truth_action
pay_83d4e4e41e9c428c,cust_4a3f1bbdb33544c6,999,INR,netbanking,captured,2026-08-20T06:51:43.788527,,0,,,,,
pay_0be66418d4c54851,cust_648d41a9227e4e6f,999,INR,card,captured,2026-08-23T01:05:38.788527,,0,,,,,
pay_398f65d3e64d4169,cust_e3452a1e8a8b45e6,19999,INR,netbanking,captured,2026-08-14T15:51:01.788527,,0,,,,,
pay_b7ca5622749a45c0,cust_87be90a2f9f24991,1499,INR,card,captured,2026-08-12T03:03:19.788527,,0,,,,,
pay_ada6cdeccab943a1,cust_0f09569fbcea48de,2499,INR,netbanking,failed,2026-07-06T18:34:41.788527,2026-07-06T18:35:32.788527,2,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_26c7f667c57a4ccd,cust_a57d798bed6a4db9,499,INR,netbanking,captured,2026-08-23T00:02:51.788527,,0,,,,,
pay_68f38f05a8f44377,cust_9a8b95596e58437d,2499,INR,upi,failed,2026-08-26T13:13:00.788527,2026-08-26T13:13:53.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_bc2c9dbe43664d57,cust_43efba693da04c56,999,INR,upi,failed,2026-07-21T10:09:35.788527,2026-07-21T10:10:05.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_dfb34e2bddae4507,cust_8f6fbc99d10a4e7a,2499,INR,wallet,captured,2026-08-30T04:03:20.788527,,0,,,,,
pay_8883fef1da524974,cust_4a3f1bbdb33544c6,1499,INR,netbanking,captured,2026-08-08T04:00:09.788527,,0,,,,,
pay_57993493109049e6,cust_ca5aab22db5343d9,999,INR,card,captured,2026-08-18T12:41:35.788527,,0,,,,,
pay_a530965c2c1d4cc3,cust_441b3f6e01e34c1a,1499,INR,card,captured,2026-08-17T06:11:56.788527,,0,,,,,
pay_fdca3c04b5504d96,cust_ad67e7949c084dfd,1499,INR,netbanking,failed,2026-08-27T14:30:38.788527,2026-08-27T14:31:07.788527,2,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_9ecd857ec76a48ae,cust_e9380b4930274338,9999,INR,upi,captured,2026-08-29T09:00:05.788527,,0,,,,,
pay_fab8bd585d484990,cust_0425780fa78643aa,19999,INR,card,captured,2026-07-25T17:35:06.788527,,0,,,,,
pay_5f4a6c5425cc4f48,cust_5bccd3431704437c,1499,INR,wallet,failed,2026-08-05T20:34:59.788527,2026-08-05T20:35:54.788527,1,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_b570c1748aba46ff,cust_8d46cc1c22de4cd6,2499,INR,wallet,failed,2026-07-29T22:21:42.788527,2026-07-29T22:22:26.788527,2,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_cab115da01974da6,cust_ea576ff1540448d8,999,INR,upi,failed,2026-07-21T14:39:20.788527,2026-07-21T14:40:12.788527,0,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_d55d5b7bf3eb4fc9,cust_b4d4044fa3c74933,4999,INR,netbanking,failed,2026-08-05T05:00:54.788527,2026-08-05T05:01:25.788527,0,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_0064908eb3814518,cust_d58a9c3e580e4c22,499,INR,upi,captured,2026-07-23T00:53:31.788527,,0,,,,,
pay_72274810c7db4991,cust_8d46cc1c22de4cd6,2499,INR,wallet,captured,2026-08-20T05:15:52.788527,,0,,,,,
pay_080b9f5393d84f97,cust_0425780fa78643aa,4999,INR,card,captured,2026-07-19T15:27:23.788527,,0,,,,,
pay_806f9866a57843ca,cust_4d5b67526ea94113,4999,INR,wallet,captured,2026-08-25T13:37:02.788527,,0,,,,,
pay_082d1582d7f84e58,cust_51e06e8e8ca8476a,2499,INR,upi,captured,2026-07-29T04:47:14.788527,,0,,,,,
pay_3d4f30c6d380451e,cust_9439d2d3c2d04c83,1499,INR,netbanking,captured,2026-07-12T09:26:07.788527,,0,,,,,
pay_04b039e3cbc44c88,cust_c9edfc47f4094f36,2499,INR,netbanking,captured,2026-08-29T17:05:01.788527,,0,,,,,
pay_fc60fb02231946de,cust_6cb7c45b578e4994,999,INR,netbanking,captured,2026-08-06T20:31:46.788527,,0,,,,,
pay_0fe7ad1fc9564b71,cust_9e01e9cf05b74b45,1499,INR,upi,captured,2026-08-21T06:54:14.788527,,0,,,,,
pay_8af9cb520b71465c,cust_163f2a427d0948cc,999,INR,netbanking,failed,2026-08-20T20:32:22.788527,2026-08-20T20:33:12.788527,1,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_56b3a3ad079b4728,cust_9d0a1ba460b44a76,499,INR,card,captured,2026-08-22T09:59:42.788527,,0,,,,,
pay_67c0f51282e7417d,cust_ea576ff1540448d8,1499,INR,upi,captured,2026-08-08T11:40:18.788527,,0,,,,,
pay_1941f292a0ef412d,cust_36a8af9bcfc0495b,2499,INR,upi,captured,2026-08-20T21:30:44.788527,,0,,,,,
pay_31373d46da804377,cust_dedb88e4246f450a,4999,INR,card,failed,2026-08-31T22:41:53.788527,2026-08-31T22:42:26.788527,0,SERVER_ERROR,business,true,network_error,RETRY
pay_57b1afb672714ed4,cust_fa04fc20c4304c6f,2499,INR,netbanking,captured,2026-07-20T12:37:32.788527,,0,,,,,
pay_c6f3de49996e4dca,cust_f123cf018da540ce,1499,INR,upi,captured,2026-09-01T19:20:03.788527,,0,,,,,
pay_3566ea0f76a54cec,cust_7d43bc042e884b31,999,INR,upi,captured,2026-08-03T07:40:11.788527,,0,,,,,
pay_a0fe31815a6c4467,cust_8df3ca8d8b7f4a77,2499,INR,wallet,captured,2026-08-30T13:41:03.788527,,0,,,,,
pay_16d50f1b46f44610,cust_fa04fc20c4304c6f,999,INR,netbanking,captured,2026-07-30T06:04:40.788527,,0,,,,,
pay_c50b4a0865be48c8,cust_1a840cb83d274b59,1499,INR,netbanking,failed,2026-08-29T23:32:24.788527,2026-08-29T23:33:10.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_960010faaa884c0e,cust_d858520b91764b98,19999,INR,card,captured,2026-07-29T16:20:07.788527,,0,,,,,
pay_6e9c1dbcc7014f92,cust_ea3eede4f0be4e60,499,INR,wallet,captured,2026-08-27T01:26:18.788527,,0,,,,,
pay_ac561f1062cf4f82,cust_8da17a1e673b4190,499,INR,card,captured,2026-08-21T21:52:11.788527,,0,,,,,
pay_b8a9d77b27884421,cust_8df3ca8d8b7f4a77,2499,INR,wallet,captured,2026-08-26T17:40:30.788527,,0,,,,,
pay_e27dd1db38724b7a,cust_d29ae75ab38a4062,499,INR,wallet,captured,2026-08-25T04:01:14.788527,,0,,,,,
pay_e8e8807427774dee,cust_d601a43a51a642cf,19999,INR,card,failed,2026-08-11T09:04:46.788527,2026-08-11T09:04:59.788527,0,BAD_REQUEST_ERROR,customer,false,customer_dispute,ESCALATE
pay_af7873caaa4d4367,cust_3b31c5d6b965456f,9999,INR,upi,captured,2026-08-05T10:10:29.788527,,0,,,,,
pay_cc6471d243a04cac,cust_7d96b4632bf64dee,2499,INR,netbanking,captured,2026-08-17T04:25:34.788527,,0,,,,,
pay_2acadbe651b24faa,cust_fb7a8984133545b5,999,INR,netbanking,captured,2026-08-19T20:34:37.788527,,0,,,,,
pay_e7d7671868c4427e,cust_51e06e8e8ca8476a,2499,INR,upi,captured,2026-08-22T12:23:59.788527,,0,,,,,
pay_3a0bfffb6c944771,cust_8ab27c13c1794b4a,1499,INR,card,captured,2026-08-17T13:17:21.788527,,0,,,,,
pay_a7e224b181af4e7c,cust_82559b82a8b240bb,4999,INR,card,failed,2026-08-12T16:18:25.788527,2026-08-12T16:18:57.788527,0,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_6266551cc8c84314,cust_54036b6ee90a4f2f,4999,INR,netbanking,captured,2026-07-18T16:03:11.788527,,0,,,,,
pay_6ad11e5263634f3d,cust_ca45983cfc524d10,499,INR,upi,failed,2026-09-01T14:29:45.788527,2026-09-01T14:29:59.788527,0,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_30ad524159af479e,cust_1a840cb83d274b59,499,INR,netbanking,failed,2026-08-31T16:05:30.788527,2026-08-31T16:05:42.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_46297cf065b84700,cust_8ab27c13c1794b4a,999,INR,card,captured,2026-08-18T08:55:33.788527,,0,,,,,
pay_92b0414f05794258,cust_9e01e9cf05b74b45,1499,INR,upi,captured,2026-08-26T23:26:49.788527,,0,,,,,
pay_e807da844a46481a,cust_387fbf70c22f42ab,999,INR,card,captured,2026-07-26T17:06:56.788527,,0,,,,,
pay_6367e0ae66cb4162,cust_83f6a4d4c15d4ed1,19999,INR,upi,captured,2026-08-25T17:09:59.788527,,0,,,,,
pay_e4ee95d2c4484ee7,cust_31d470848d504be8,1499,INR,upi,captured,2026-08-14T15:55:34.788527,,0,,,,,
pay_cb9a31a8e54f411c,cust_6867fb43c0e649fc,2499,INR,upi,failed,2026-08-30T20:48:17.788527,2026-08-30T20:48:51.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_f9233c66c5eb4360,cust_63bfcdbc81f34a89,999,INR,upi,captured,2026-08-06T23:51:00.788527,,0,,,,,
pay_e16271c75705499f,cust_4fcee444813e4f00,2499,INR,upi,captured,2026-08-19T20:12:42.788527,,0,,,,,
pay_cc2d2f8928ba4487,cust_826f3e6850d743de,999,INR,upi,captured,2026-08-04T06:04:22.788527,,0,,,,,
pay_9a07f698f9fd4e7d,cust_e49624db3c2b49ca,999,INR,upi,failed,2026-07-15T11:59:40.788527,2026-07-15T12:00:14.788527,2,SERVER_ERROR,business,true,network_error,RETRY
pay_5b454af929df4f3f,cust_79c2a6caef3444a2,999,INR,upi,captured,2026-07-26T01:05:18.788527,,0,,,,,
pay_1a5545c2c16a4c2c,cust_952f30d066ab43cf,1499,INR,wallet,captured,2026-07-30T08:38:04.788527,,0,,,,,
pay_04b6bca4bcb547fc,cust_d3dc77e430ac4d03,2499,INR,card,captured,2026-07-21T02:49:40.788527,,0,,,,,
pay_b240602d2fea462b,cust_3fc0d32b4b1547f3,9999,INR,upi,captured,2026-08-31T23:12:02.788527,,0,,,,,
pay_cccca55552a14527,cust_82559b82a8b240bb,9999,INR,card,failed,2026-08-10T17:39:51.788527,2026-08-10T17:40:33.788527,1,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_3b6540ea2ca64754,cust_bd55c64489c24550,1499,INR,card,captured,2026-08-29T21:53:54.788527,,0,,,,,
pay_cdbb30a15a064125,cust_8f6fbc99d10a4e7a,999,INR,wallet,captured,2026-08-19T02:21:21.788527,,0,,,,,
pay_ca5615c8dcf84577,cust_00180c8cc6e741c5,2499,INR,wallet,failed,2026-08-31T11:35:00.788527,2026-08-31T11:35:22.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_dc7e2abada7f4616,cust_826f3e6850d743de,1499,INR,upi,failed,2026-08-27T23:20:48.788527,2026-08-27T23:21:29.788527,2,BAD_REQUEST_ERROR,bank,false,suspected_fraud,ESCALATE
pay_7be7ed336153409b,cust_4d5b67526ea94113,9999,INR,wallet,failed,2026-08-14T06:42:34.788527,2026-08-14T06:43:34.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_6f6d90598a93429f,cust_6b6dc9d70ad64495,499,INR,wallet,captured,2026-08-23T14:52:58.788527,,0,,,,,
pay_d8cc1925c7fb4b9f,cust_220d7011457a486b,2499,INR,netbanking,failed,2026-08-25T14:25:03.788527,2026-08-25T14:25:53.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_dc7c4066706942ea,cust_0decee9389ad40e6,4999,INR,wallet,captured,2026-08-11T19:16:06.788527,,0,,,,,
pay_e74330371eed456e,cust_9e74577acef04bea,2499,INR,netbanking,captured,2026-09-01T12:01:57.788527,,0,,,,,
pay_b168fc109e204a0a,cust_82559b82a8b240bb,9999,INR,card,failed,2026-08-29T09:57:05.788527,2026-08-29T09:57:48.788527,2,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_c245962453a042bc,cust_0425780fa78643aa,19999,INR,card,captured,2026-07-15T13:32:34.788527,,0,,,,,
pay_6efad8e001884ac9,cust_fb4e9a92aeb542ff,999,INR,wallet,failed,2026-08-10T13:06:13.788527,2026-08-10T13:07:02.788527,1,GATEWAY_ERROR,gateway,true,gateway_failure,RETRY
pay_218f441d228d40db,cust_d29ae75ab38a4062,1499,INR,wallet,captured,2026-08-23T00:55:14.788527,,0,,,,,
pay_abbc8a4220d0411a,cust_826f3e6850d743de,1499,INR,upi,captured,2026-08-01T10:10:31.788527,,0,,,,,
pay_e50ab38cb1fa408d,cust_e8aee4faf3904724,2499,INR,wallet,captured,2026-08-22T20:05:29.788527,,0,,,,,
pay_9c6813a3b3cd4f03,cust_b4d4044fa3c74933,19999,INR,netbanking,failed,2026-07-14T12:29:13.788527,2026-07-14T12:29:54.788527,2,BAD_REQUEST_ERROR,customer,true,invalid_payment_method,PAYMENT_UPDATE
pay_a71d763d7753499b,cust_783cfaccb48b428f,499,INR,wallet,failed,2026-08-11T19:27:33.788527,2026-08-11T19:28:27.788527,1,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_770b03260ec249b6,cust_bb9a6cfd20b4420e,499,INR,upi,captured,2026-07-15T11:25:51.788527,,0,,,,,
pay_be6b558d4d644bf8,cust_1a287bda79bd4b5b,499,INR,wallet,failed,2026-08-31T18:47:10.788527,2026-08-31T18:47:40.788527,0,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_398cde0fd98340b2,cust_68b0cd2a60874b50,19999,INR,wallet,captured,2026-08-06T22:10:08.788527,,0,,,,,
pay_114dbe97ae394e5e,cust_bdae09b0e0e448b0,999,INR,upi,captured,2026-08-28T07:05:51.788527,,0,,,,,
pay_f574f4d1876f4ac1,cust_783cfaccb48b428f,999,INR,wallet,captured,2026-08-25T19:34:04.788527,,0,,,,,
pay_f3ea495e22714a25,cust_bab775145d814dbb,499,INR,netbanking,failed,2026-08-15T06:44:41.788527,2026-08-15T06:45:05.788527,1,BAD_REQUEST_ERROR,customer,true,invalid_payment_method,PAYMENT_UPDATE
pay_93cafe8a7e8048c2,cust_d6c7a14f6f31444f,2499,INR,card,captured,2026-08-31T11:18:19.788527,,0,,,,,
pay_d0ae0f61f98d4a03,cust_751ead4ee8e6424d,2499,INR,netbanking,captured,2026-08-04T16:59:44.788527,,0,,,,,
pay_4306a3889f7b46a1,cust_ca5aab22db5343d9,999,INR,card,captured,2026-08-24T06:17:03.788527,,0,,,,,
pay_d0abbd35f3c744e4,cust_e0e0dd5c13ed4e86,1499,INR,wallet,captured,2026-08-28T19:14:59.788527,,0,,,,,
pay_2c277197a57e4a67,cust_4c6ee929a92f4cff,2499,INR,card,captured,2026-07-19T17:17:28.788527,,0,,,,,
pay_9ecff38c0d6b4d3e,cust_6867fb43c0e649fc,499,INR,upi,failed,2026-08-30T04:36:10.788527,2026-08-30T04:36:39.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_b3ce7c691522425e,cust_cf371e95411c46aa,2499,INR,card,captured,2026-07-26T08:53:14.788527,,0,,,,,
pay_fb9693cba83c41b2,cust_ea712f4dcfe94f6a,499,INR,netbanking,failed,2026-08-07T08:38:54.788527,2026-08-07T08:39:39.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_e8a5e3fc6d60491c,cust_648d41a9227e4e6f,499,INR,card,failed,2026-08-26T06:48:51.788527,2026-08-26T06:49:25.788527,2,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_6d3c40dac0b44210,cust_9869eceec96f4583,999,INR,card,captured,2026-08-06T07:18:07.788527,,0,,,,,
pay_bc1ef8d3cd0345e7,cust_4c6ee929a92f4cff,1499,INR,card,captured,2026-08-02T23:37:01.788527,,0,,,,,
pay_33c21727c71f49ea,cust_2d27e3977a0a4974,2499,INR,card,failed,2026-08-16T19:43:03.788527,2026-08-16T19:44:03.788527,1,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_7a1776b1067c45f0,cust_4889ef6ccd83460e,2499,INR,upi,captured,2026-08-29T13:02:35.788527,,0,,,,,
pay_38d0425e4f5e4d85,cust_fb4e9a92aeb542ff,1499,INR,wallet,failed,2026-08-12T10:44:48.788527,2026-08-12T10:45:23.788527,2,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_c69724a056be4ed8,cust_783cfaccb48b428f,1499,INR,wallet,captured,2026-08-28T13:15:05.788527,,0,,,,,
pay_06a80f368cab438d,cust_f93c546713c44edb,999,INR,card,captured,2026-08-29T05:05:43.788527,,0,,,,,
pay_4395d2caf3af4aff,cust_6867fb43c0e649fc,2499,INR,upi,captured,2026-08-29T08:25:54.788527,,0,,,,,
pay_77f9579e49694700,cust_ca5aab22db5343d9,2499,INR,card,captured,2026-08-16T21:43:06.788527,,0,,,,,
pay_fe59e6178b1f494c,cust_441b3f6e01e34c1a,499,INR,card,captured,2026-08-13T00:37:37.788527,,0,,,,,
pay_3a5c1139cb044d4d,cust_8426b2a6834e4e3b,499,INR,wallet,captured,2026-08-11T11:26:28.788527,,0,,,,,
pay_ae9e2c63cb8a47a4,cust_ea576ff1540448d8,1499,INR,upi,failed,2026-08-16T01:17:14.788527,2026-08-16T01:18:06.788527,1,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_b261f4acce784b2b,cust_ca5aab22db5343d9,2499,INR,card,captured,2026-08-06T21:19:14.788527,,0,,,,,
pay_c7576e12dc65496c,cust_dfa0ee62fdc14137,2499,INR,wallet,captured,2026-08-27T11:44:00.788527,,0,,,,,
pay_0e65f490e0c54e4e,cust_4e214f61310847b8,499,INR,netbanking,failed,2026-08-21T11:28:31.788527,2026-08-21T11:28:56.788527,1,SERVER_ERROR,business,true,network_error,RETRY
pay_9273439640244807,cust_f4fa33d4c771491c,19999,INR,card,captured,2026-07-14T16:29:47.788527,,0,,,,,
pay_c8b6208b710e4274,cust_b0e11c2c6045489a,499,INR,upi,failed,2026-08-19T15:08:14.788527,2026-08-19T15:08:38.788527,2,GATEWAY_ERROR,gateway,true,gateway_failure,RETRY
pay_5691ba4fa9204490,cust_0985e6d73ae541f9,999,INR,wallet,captured,2026-08-17T15:26:11.788527,,0,,,,,
pay_2061edc907e242e0,cust_e0e0dd5c13ed4e86,999,INR,wallet,captured,2026-08-31T18:14:58.788527,,0,,,,,
pay_079d207c3b644dd2,cust_0e03bed9d89645d0,2499,INR,netbanking,captured,2026-08-12T15:33:20.788527,,0,,,,,
pay_fc7d65bfa7724191,cust_c2f38919bf264097,1499,INR,card,captured,2026-07-20T02:37:13.788527,,0,,,,,
