event_id,entity_type,entity_id,customer_id,event_type,amount,currency,timestamp,metadata
evt_19e4435f9ee84a93,payment,pay_5e03283c3ab942eb,cust_68dd48ba801e4276,payment.captured,2499,INR,2026-07-29T13:44:07.788527,{}
evt_95aaa547a1804977,checkout,chk_6afcca26d6d043d5,cust_3f2156764e704e5b,checkout.created,19999,INR,2026-07-29T14:58:15.788527,{}
evt_2977e9a0c2ec4d84,checkout,chk_6afcca26d6d043d5,cust_3f2156764e704e5b,checkout.abandoned,19999,INR,2026-07-29T15:10:15.788527,{}
evt_dc2a1abf9a4b4589,payment,pay_6ee86929bf5849b1,cust_36de0ceebe7141ae,payment.created,999,INR,2026-07-29T15:10:24.788527,{}
evt_3f5d03f2120844af,payment,pay_6ee86929bf5849b1,cust_36de0ceebe7141ae,payment.authorized,999,INR,2026-07-29T15:10:26.788527,{}
evt_acea743ef47448e7,payment,pay_6ee86929bf5849b1,cust_36de0ceebe7141ae,payment.captured,999,INR,2026-07-29T15:10:28.788527,{}
evt_32c557505c384c62,checkout,chk_6eeec2c3954840a8,cust_bdae09b0e0e448b0,checkout.created,9999,INR,2026-07-29T15:42:03.788527,{}
evt_f666ede69a7046cb,checkout,chk_6eeec2c3954840a8,cust_bdae09b0e0e448b0,checkout.completed,9999,INR,2026-07-29T15:42:44.788527,{}
evt_231a23184dd34ee4,payment,pay_960010faaa884c0e,cust_d858520b91764b98,payment.created,19999,INR,2026-07-29T16:20:07.788527,{}
evt_2588d3297349453f,payment,pay_960010faaa884c0e,cust_d858520b91764b98,payment.authorized,19999,INR,2026-07-29T16:20:11.788527,{}
evt_23f7ed6a97804388,payment,pay_960010faaa884c0e,cust_d858520b91764b98,payment.captured,19999,INR,2026-07-29T16:20:14.788527,{}
evt_84fd76bfd2ca4c02,payment,pay_5baf10b444d8441c,cust_c5a7a49d0f944889,payment.created,9999,INR,2026-07-29T16:29:49.788527,{}
evt_cc70cf58d94d4667,payment,pay_5baf10b444d8441c,cust_c5a7a49d0f944889,payment.authorized,9999,INR,2026-07-29T16:29:53.788527,{}
evt_151932b30d9b4d64,payment,pay_5baf10b444d8441c,cust_c5a7a49d0f944889,payment.captured,9999,INR,2026-07-29T16:29:58.788527,{}
evt_e46d31fb21714b9a,payment,pay_b570c1748aba46ff,cust_8d46cc1c22de4cd6,payment.created,2499,INR,2026-07-29T22:21:42.788527,{}
evt_e5b6776967d548cd,payment,pay_b570c1748aba46ff,cust_8d46cc1c22de4cd6,payment.failed,2499,INR,2026-07-29T22:22:26.788527,"{""reason"": ""card_declined""}"
evt_1c5e0dcdf8804bf8,subscription,sub_a3c15243a1214380,cust_0e03bed9d89645d0,subscription.created,1499,INR,2026-07-30T04:13:46.788527,"{""plan"": ""plan_pro""}"
evt_1682ec17e2b14644,payment,pay_16d50f1b46f44610,cust_fa04fc20c4304c6f,payment.created,999,INR,2026-07-30T06:04:40.788527,{}
evt_780ca759fb70477a,payment,pay_16d50f1b46f44610,cust_fa04fc20c4304c6f,payment.authorized,999,INR,2026-07-30T06:04:43.788527,{}
evt_7fee0d94a1204131,payment,pay_16d50f1b46f44610,cust_fa04fc20c4304c6f,payment.captured,999,INR,2026-07-30T06:04:48.788527,{}
evt_8a64272668954fc8,payment,pay_1a5545c2c16a4c2c,cust_952f30d066ab43cf,payment.created,1499,INR,2026-07-30T08:38:04.788527,{}
evt_cc81f7d7b17647f3,payment,pay_1a5545c2c16a4c2c,cust_952f30d066ab43cf,payment.authorized,1499,INR,2026-07-30T08:38:06.788527,{}
evt_dd4abdf2432f4d1b,payment,pay_1a5545c2c16a4c2c,cust_952f30d066ab43cf,payment.captured,1499,INR,2026-07-30T08:38:08.788527,{}
evt_373806f63d9f417e,checkout,chk_93e6d050d8584d7d,cust_163f2a427d0948cc,checkout.created,999,INR,2026-07-30T11:23:52.788527,{}
evt_d71f006a9ceb4cf3,checkout,chk_93e6d050d8584d7d,cust_163f2a427d0948cc,checkout.completed,999,INR,2026-07-30T11:25:51.788527,{}
evt_23bfac3a15c14a02,checkout,chk_24022311425d4274,cust_7d96b4632bf64dee,checkout.created,1499,INR,2026-07-30T14:22:41.788527,{}
evt_5b9a0fd717824d0d,checkout,chk_24022311425d4274,cust_7d96b4632bf64dee,checkout.completed,1499,INR,2026-07-30T14:23:49.788527,{}
evt_20443d7f0e50455c,subscription,sub_1ce281d260d04039,cust_8562825a26ac4ed1,subscription.created,4999,INR,2026-07-30T15:34:04.788527,"{""plan"": ""plan_business""}"
evt_67a08210fd074816,payment,pay_50180c4d944e4bab,cust_d276bb31e5994b2d,payment.created,4999,INR,2026-07-30T16:08:14.788527,{}
evt_0270c8f44db24550,payment,pay_50180c4d944e4bab,cust_d276bb31e5994b2d,payment.authorized,4999,INR,2026-07-30T16:08:19.788527,{}
evt_66d570749e04411b,payment,pay_50180c4d944e4bab,cust_d276bb31e5994b2d,payment.captured,4999,INR,2026-07-30T16:08:20.788527,{}
evt_b1947527ef424c0f,subscription,sub_6994178899304e23,cust_87be90a2f9f24991,subscription.created,499,INR,2026-07-31T06:38:03.788527,"{""plan"": ""plan_basic""}"
evt_223e21bad561445e,subscription,sub_dbc7bffb691d4359,cust_d58a9c3e580e4c22,subscription.created,499,INR,2026-07-31T07:06:39.788527,"{""plan"": ""plan_basic""}"
evt_874409783e654fff,checkout,chk_01adfc79a8f54b32,cust_36de0ceebe7141ae,checkout.created,999,INR,2026-07-31T12:08:18.788527,{}
evt_97e1773953844f3b,checkout,chk_01adfc79a8f54b32,cust_36de0ceebe7141ae,checkout.completed,999,INR,2026-07-31T12:09:59.788527,{}
evt_8f0b7c0b15b64306,checkout,chk_45697d33a8084c56,cust_1fd68ddf9da241bb,checkout.created,9999,INR,2026-07-31T12:15:39.788527,{}
evt_5a8b89e8c37c4f99,checkout,chk_45697d33a8084c56,cust_1fd68ddf9da241bb,checkout.completed,9999,INR,2026-07-31T12:16:46.788527,{}
evt_34bc7ccf36ce4f0a,subscription,sub_0fbe25ed36f84b5b,cust_e0e0dd5c13ed4e86,subscription.created,499,INR,2026-07-31T13:01:50.788527,"{""plan"": ""plan_basic""}"
evt_66cb485b207d47e7,payment,pay_6f36b90743fd467f,cust_e482a185263e4b66,payment.created,1499,INR,2026-07-31T15:25:24.788527,{}
evt_3fcad398b99543aa,payment,pay_6f36b90743fd467f,cust_e482a185263e4b66,payment.failed,1499,INR,2026-07-31T15:26:17.788527,"{""reason"": ""card_declined""}"
evt_831d0d68ad2d4242,subscription,sub_db8b1d33fc5f4dca,cust_8c792f3cf57b42b9,subscription.created,4999,INR,2026-08-01T01:00:11.788527,"{""plan"": ""plan_business""}"
evt_a3a9ced964ab435e,checkout,chk_8c3efe26bbfc4961,cust_0985e6d73ae541f9,checkout.created,499,INR,2026-08-01T06:02:18.788527,{}
evt_3c9acb19e25040f6,checkout,chk_8c3efe26bbfc4961,cust_0985e6d73ae541f9,checkout.completed,499,INR,2026-08-01T06:03:22.788527,{}
evt_1ba16ba7e3744a20,payment,pay_abbc8a4220d0411a,cust_826f3e6850d743de,payment.created,1499,INR,2026-08-01T10:10:31.788527,{}
evt_3ed922654bb146f3,payment,pay_abbc8a4220d0411a,cust_826f3e6850d743de,payment.authorized,1499,INR,2026-08-01T10:10:34.788527,{}
evt_7b81db9777a842c5,payment,pay_abbc8a4220d0411a,cust_826f3e6850d743de,payment.captured,1499,INR,2026-08-01T10:10:35.788527,{}
evt_4334e3264c634187,subscription,sub_347e133761ce4363,cust_e033e6ddd76345b3,subscription.created,499,INR,2026-08-01T15:37:32.788527,"{""plan"": ""plan_basic""}"
evt_bace1d0adabe42e9,payment,pay_031f19ad7d104e33,cust_31b3b9475ad64150,payment.created,999,INR,2026-08-01T19:22:40.788527,{}
evt_78f855cabbb049ea,payment,pay_031f19ad7d104e33,cust_31b3b9475ad64150,payment.authorized,999,INR,2026-08-01T19:22:47.788527,{}
evt_f425aaf09a084242,payment,pay_031f19ad7d104e33,cust_31b3b9475ad64150,payment.captured,999,INR,2026-08-01T19:22:52.788527,{}
evt_46aab3257e9649fb,payment,pay_5ed070c5beda4f78,cust_6537b2a991364bd3,payment.created,2499,INR,2026-08-02T01:18:27.788527,{}
evt_7ce2551922d143f5,payment,pay_5ed070c5beda4f78,cust_6537b2a991364bd3,payment.authorized,2499,INR,2026-08-02T01:18:29.788527,{}
evt_f7a22a10267a4227,payment,pay_5ed070c5beda4f78,cust_6537b2a991364bd3,payment.captured,2499,INR,2026-08-02T01:18:30.788527,{}
evt_9deaaa36cc6b4e88,subscription,sub_192e84e8f9c744ea,cust_af99e9041ec444f5,subscription.created,4999,INR,2026-08-02T03:01:42.788527,"{""plan"": ""plan_business""}"
evt_41f8fd75e20f45b8,subscription,sub_844f59cf82064b20,cust_3e86430a38564acc,subscription.created,4999,INR,2026-08-02T03:07:26.788527,"{""plan"": ""plan_business""}"
evt_3b9cfffe3803416e,checkout,chk_324b4eee17d44f62,cust_2673cf5c72eb4eea,checkout.created,19999,INR,2026-08-02T03:21:52.788527,{}
evt_b4abe99e64ec448c,checkout,chk_324b4eee17d44f62,cust_2673cf5c72eb4eea,checkout.completed,19999,INR,2026-08-02T03:23:51.788527,{}
evt_d8f268ac905c4da1,subscription,sub_eb3ebdbdb185480e,cust_e1f063bc7ce1418e,subscription.created,4999,INR,2026-08-02T04:05:04.788527,"{""plan"": ""plan_business""}"
evt_1f5ef8abf7fc4d9c,payment,pay_e0ccbf9ba1954a07,cust_fb7a8984133545b5,payment.created,999,INR,2026-08-02T08:25:33.788527,{}
evt_d428ddddf2664e49,payment,pay_e0ccbf9ba1954a07,cust_fb7a8984133545b5,payment.failed,999,INR,2026-08-02T08:26:00.788527,"{""reason"": ""network_error""}"
evt_f9919e3105774412,checkout,chk_73174595a1a7478a,cust_4fcee444813e4f00,checkout.created,4999,INR,2026-08-02T08:39:19.788527,{}
evt_f56bd2522afc4965,checkout,chk_73174595a1a7478a,cust_4fcee444813e4f00,checkout.abandoned,4999,INR,2026-08-02T09:00:19.788527,{}
evt_f2da663d79104ab5,subscription,sub_a9832bce3f8041c8,cust_3fc0d32b4b1547f3,subscription.created,1499,INR,2026-08-02T09:20:55.788527,"{""plan"": ""plan_pro""}"
evt_e0c3f6d2d8a24d49,subscription,sub_509f2ddfb8124723,cust_d4679ce903064450,subscription.created,1499,INR,2026-08-02T10:36:38.788527,"{""plan"": ""plan_pro""}"
evt_26a6c88861144190,subscription,sub_f7b9c636658b4b1b,cust_ad67e7949c084dfd,subscription.created,1499,INR,2026-08-02T12:59:28.788527,"{""plan"": ""plan_pro""}"
evt_0de6f0af5cd04a03,checkout,chk_9c7f3b8824804d4c,cust_9e01e9cf05b74b45,checkout.created,4999,INR,2026-08-02T15:36:50.788527,{}
evt_f3fe1433065d44da,checkout,chk_9c7f3b8824804d4c,cust_9e01e9cf05b74b45,checkout.completed,4999,INR,2026-08-02T15:37:31.788527,{}
evt_5f2e4be38e0040c9,payment,pay_448cab8f2883412c,cust_21822ad9691942ac,payment.created,9999,INR,2026-08-02T18:43:33.788527,{}
evt_bfd30fce2d504b3e,payment,pay_448cab8f2883412c,cust_21822ad9691942ac,payment.authorized,9999,INR,2026-08-02T18:43:43.788527,{}
evt_226c8c21a2974139,payment,pay_448cab8f2883412c,cust_21822ad9691942ac,payment.captured,9999,INR,2026-08-02T18:43:46.788527,{}
evt_a3a5d830a4de4293,payment,pay_bc1ef8d3cd0345e7,cust_4c6ee929a92f4cff,payment.created,1499,INR,2026-08-02T23:37:01.788527,{}
evt_0bf66d238a534f25,payment,pay_bc1ef8d3cd0345e7,cust_4c6ee929a92f4cff,payment.authorized,1499,INR,2026-08-02T23:37:04.788527,{}
evt_6682727273bb4c47,payment,pay_bc1ef8d3cd0345e7,cust_4c6ee929a92f4cff,payment.captured,1499,INR,2026-08-02T23:37:06.788527,{}
evt_15fa9de599fb4b0c,checkout,chk_19f54e81626246c4,cust_4d5b67526ea94113,checkout.created,9999,INR,2026-08-03T00:28:31.788527,{}
evt_88173cfb2f694c58,checkout,chk_19f54e81626246c4,cust_4d5b67526ea94113,checkout.completed,9999,INR,2026-08-03T00:29:24.788527,{}
evt_84f9604275904668,subscription,sub_af592e4f015449be,cust_2f3315fc8a3c42a5,subscription.created,4999,INR,2026-08-03T03:44:41.788527,"{""plan"": ""plan_business""}"
evt_c520d97fe5cc4fbf,subscription,sub_d4ae26e424a949d8,cust_f4fa33d4c771491c,subscription.pending,499,INR,2026-08-03T04:04:59.788527,"{""reason"": ""gateway_failure""}"
evt_6ef4a7ad876a461c,payment,pay_5d4e9134165444cc,cust_41d0947faf7543d9,payment.created,19999,INR,2026-08-03T04:16:04.788527,{}
evt_48ef148e7e0249a4,payment,pay_5d4e9134165444cc,cust_41d0947faf7543d9,payment.authorized,19999,INR,2026-08-03T04:16:14.788527,{}
evt_cd8b92b815b742fd,payment,pay_5d4e9134165444cc,cust_41d0947faf7543d9,payment.captured,19999,INR,2026-08-03T04:16:19.788527,{}
evt_2b57b3724ac74413,payment,pay_3566ea0f76a54cec,cust_7d43bc042e884b31,payment.created,999,INR,2026-08-03T07:40:11.788527,{}
evt_9b58a9f2a56646e5,payment,pay_3566ea0f76a54cec,cust_7d43bc042e884b31,payment.authorized,999,INR,2026-08-03T07:40:20.788527,{}
evt_b9a8974993ff4398,payment,pay_3566ea0f76a54cec,cust_7d43bc042e884b31,payment.captured,999,INR,2026-08-03T07:40:22.788527,{}
evt_dabd171a18554698,checkout,chk_5560901dc19f4a04,cust_dfa0ee62fdc14137,checkout.created,2499,INR,2026-08-03T10:20:06.788527,{}
evt_12cd2ccc11934143,checkout,chk_5560901dc19f4a04,cust_dfa0ee62fdc14137,checkout.completed,2499,INR,2026-08-03T10:21:18.788527,{}
evt_a038277f5a684ca2,checkout,chk_9b644df4b0794c4a,cust_e3452a1e8a8b45e6,checkout.created,9999,INR,2026-08-03T10:54:42.788527,{}
evt_750c206c21734a75,checkout,chk_9b644df4b0794c4a,cust_e3452a1e8a8b45e6,checkout.abandoned,9999,INR,2026-08-03T11:07:42.788527,{}
evt_453a1384b36a4b92,payment,pay_7dce3a2386534be4,cust_3e86430a38564acc,payment.created,2499,INR,2026-08-03T20:37:06.788527,{}
evt_4b42dbb7b10f4461,payment,pay_7dce3a2386534be4,cust_3e86430a38564acc,payment.authorized,2499,INR,2026-08-03T20:37:16.788527,{}
evt_af94d71839d34e10,payment,pay_7dce3a2386534be4,cust_3e86430a38564acc,payment.captured,2499,INR,2026-08-03T20:37:17.788527,{}
evt_9941bc6335084cc1,checkout,chk_e7b735f9a8774754,cust_9d2630da49044414,checkout.created,19999,INR,2026-08-03T23:04:56.788527,{}
evt_ae5aee37b29c4feb,checkout,chk_e7b735f9a8774754,cust_9d2630da49044414,checkout.completed,19999,INR,2026-08-03T23:06:12.788527,{}
evt_3c4fbf2ce7244683,checkout,chk_4054a7405b084bdc,cust_4fcee444813e4f00,checkout.created,499,INR,2026-08-03T23:57:29.788527,{}
evt_a6d838df00d541c9,checkout,chk_4054a7405b084bdc,cust_4fcee444813e4f00,checkout.completed,499,INR,2026-08-03T23:58:45.788527,{}
evt_7ae515b1157e4915,subscription,sub_02aedfdf3edc4fc4,cust_4fcee444813e4f00,subscription.created,4999,INR,2026-08-04T00:41:29.788527,"{""plan"": ""plan_business""}"
evt_b53c543b17e849ca,payment,pay_b3a6e555715b4c1a,cust_dfa0ee62fdc14137,payment.created,999,INR,2026-08-04T00:45:11.788527,{}
evt_1c27f9c726534a67,payment,pay_b3a6e555715b4c1a,cust_dfa0ee62fdc14137,payment.authorized,999,INR,2026-08-04T00:45:17.788527,{}
evt_15f11a1cf8684393,payment,pay_b3a6e555715b4c1a,cust_dfa0ee62fdc14137,payment.captured,999,INR,2026-08-04T00:45:18.788527,{}
evt_363c8ed2f1f44f70,payment,pay_cc2d2f8928ba4487,cust_826f3e6850d743de,payment.created,999,INR,2026-08-04T06:04:22.788527,{}
evt_313a6d945e83451e,payment,pay_cc2d2f8928ba4487,cust_826f3e6850d743de,payment.authorized,999,INR,2026-08-04T06:04:25.788527,{}
evt_759a99351397442e,payment,pay_cc2d2f8928ba4487,cust_826f3e6850d743de,payment.captured,999,INR,2026-08-04T06:04:29.788527,{}
evt_3606f23aa1fa401f,payment,pay_b83119f161124a99,cust_e8aee4faf3904724,payment.created,2499,INR,2026-08-04T09:01:14.788527,{}
evt_3d7a7b65195e4b04,payment,pay_b83119f161124a99,cust_e8aee4faf3904724,payment.authorized,2499,INR,2026-08-04T09:01:21.788527,{}
evt_9c3e20ef73274dd0,payment,pay_b83119f161124a99,cust_e8aee4faf3904724,payment.captured,2499,INR,2026-08-04T09:01:23.788527,{}
evt_7561a6f16846451c,checkout,chk_e2fff47d4a504d9b,cust_e7a49d9fe4654ddb,checkout.created,4999,INR,2026-08-04T09:28:21.788527,{}
evt_56ed141433c74017,checkout,chk_e2fff47d4a504d9b,cust_e7a49d9fe4654ddb,checkout.completed,4999,INR,2026-08-04T09:29:57.788527,{}
evt_f0119dd378084d61,subscription,sub_8f65965ce0d44092,cust_cff3af5eb2dc438a,subscription.created,1499,INR,2026-08-04T10:35:30.788527,"{""plan"": ""plan_pro""}"
evt_a655c22903754f3f,payment,pay_4f188506eaf34a9a,cust_c5a7a49d0f944889,payment.created,19999,INR,2026-08-04T12:18:30.788527,{}
evt_5aeeea327ca04243,payment,pay_4f188506eaf34a9a,cust_c5a7a49d0f944889,payment.authorized,19999,INR,2026-08-04T12:18:32.788527,{}
evt_7d0a0e82787d46bb,payment,pay_4f188506eaf34a9a,cust_c5a7a49d0f944889,payment.captured,19999,INR,2026-08-04T12:18:33.788527,{}
evt_227957cbe2d343bd,payment,pay_d0ae0f61f98d4a03,cust_751ead4ee8e6424d,payment.created,2499,INR,2026-08-04T16:59:44.788527,{}
evt_de90649a82e34ef9,payment,pay_d0ae0f61f98d4a03,cust_751ead4ee8e6424d,payment.authorized,2499,INR,2026-08-04T16:59:51.788527,{}
evt_d30839f944594343,payment,pay_d0ae0f61f98d4a03,cust_751ead4ee8e6424d,payment.captured,2499,INR,2026-08-04T16:59:56.788527,{}
evt_39470077f40b4b78,checkout,chk_af2b55bf577e4b6c,cust_68b0cd2a60874b50,checkout.created,1499,INR,2026-08-04T19:53:04.788527,{}
evt_e7066a771b1e41ed,checkout,chk_af2b55bf577e4b6c,cust_68b0cd2a60874b50,checkout.abandoned,1499,INR,2026-08-04T20:02:04.788527,{}
evt_1f0ee3668df44f4a,subscription,sub_5c1dfa6425434aef,cust_bada2daed92440e9,subscription.created,1499,INR,2026-08-04T20:23:05.788527,"{""plan"": ""plan_pro""}"
evt_4fd5c007ffde43a7,payment,pay_9d4951a86b3346fe,cust_fb7a8984133545b5,payment.created,999,INR,2026-08-04T21:56:36.788527,{}
evt_8222924817354504,payment,pay_9d4951a86b3346fe,cust_fb7a8984133545b5,payment.failed,999,INR,2026-08-04T21:56:52.788527,"{""reason"": ""invalid_payment_method""}"
evt_86f21218859249e1,checkout,chk_89aa98c1a57c483b,cust_8c792f3cf57b42b9,checkout.created,1499,INR,2026-08-05T00:04:59.788527,{}
evt_1d209cbfd06e4040,checkout,chk_89aa98c1a57c483b,cust_8c792f3cf57b42b9,checkout.abandoned,1499,INR,2026-08-05T00:14:59.788527,{}
evt_cbdf1212ea2a45a5,subscription,sub_e68cbd4aaadd4f86,cust_b60bd69212d54c0f,subscription.created,4999,INR,2026-08-05T01:24:11.788527,"{""plan"": ""plan_business""}"
evt_ce89599dc50c4871,checkout,chk_a8b9bc4f9c84484a,cust_cf371e95411c46aa,checkout.created,4999,INR,2026-08-05T02:43:41.788527,{}
evt_c632bb3a74414070,checkout,chk_a8b9bc4f9c84484a,cust_cf371e95411c46aa,checkout.abandoned,4999,INR,2026-08-05T02:58:41.788527,{}
evt_cc5666f7ce494fb2,subscription,sub_55721ad7da8e4502,cust_180b1bd629c54988,subscription.created,499,INR,2026-08-05T04:19:28.788527,"{""plan"": ""plan_basic""}"
evt_a4d8eb984cd141e2,payment,pay_d55d5b7bf3eb4fc9,cust_b4d4044fa3c74933,payment.created,4999,INR,2026-08-05T05:00:54.788527,{}
evt_cac84e62cbe6406c,payment,pay_d55d5b7bf3eb4fc9,cust_b4d4044fa3c74933,payment.failed,4999,INR,2026-08-05T05:01:25.788527,"{""reason"": ""expired_card""}"
evt_30da0943101846ff,payment,pay_0eb62f191b5244f4,cust_e8aee4faf3904724,payment.created,499,INR,2026-08-05T07:18:54.788527,{}
evt_5cc57f22a70142e3,payment,pay_0eb62f191b5244f4,cust_e8aee4faf3904724,payment.authorized,499,INR,2026-08-05T07:18:57.788527,{}
evt_12a0b3f635374cd3,payment,pay_0eb62f191b5244f4,cust_e8aee4faf3904724,payment.captured,499,INR,2026-08-05T07:18:59.788527,{}
evt_012fc230244d4541,payment,pay_af7873caaa4d4367,cust_3b31c5d6b965456f,payment.created,9999,INR,2026-08-05T10:10:29.788527,{}
evt_cf3036245a904ffa,payment,pay_af7873caaa4d4367,cust_3b31c5d6b965456f,payment.authorized,9999,INR,2026-08-05T10:10:33.788527,{}
evt_d297e8632ebe4f6a,payment,pay_af7873caaa4d4367,cust_3b31c5d6b965456f,payment.captured,9999,INR,2026-08-05T10:10:37.788527,{}
evt_41caf344e2f64824,subscription,sub_568b99cb81754958,cust_97fafd32383e419a,subscription.created,4999,INR,2026-08-05T14:08:58.788527,"{""plan"": ""plan_business""}"
evt_8237eda1430c4235,checkout,chk_801776e2f8c74373,cust_ea576ff1540448d8,checkout.created,999,INR,2026-08-05T15:50:29.788527,{}
evt_17632f03c7ac4c14,checkout,chk_801776e2f8c74373,cust_ea576ff1540448d8,checkout.completed,999,INR,2026-08-05T15:52:06.788527,{}
evt_3e8a9f2d36aa45ac,checkout,chk_aa084c7abbb64e58,cust_3d5adbdf1e624f5d,checkout.created,499,INR,2026-08-05T16:39:26.788527,{}
evt_cd56a3ef4367489e,checkout,chk_aa084c7abbb64e58,cust_3d5adbdf1e624f5d,checkout.abandoned,499,INR,2026-08-05T16:47:26.788527,{}
evt_bd38dd525e324567,checkout,chk_166cee6d45554543,cust_7d43bc042e884b31,checkout.created,9999,INR,2026-08-05T17:46:26.788527,{}
evt_c047ce2062244371,checkout,chk_166cee6d45554543,cust_7d43bc042e884b31,checkout.abandoned,9999,INR,2026-08-05T18:04:26.788527,{}
evt_87f6a05906054879,payment,pay_f44521be673c428b,cust_e49624db3c2b49ca,payment.created,1499,INR,2026-08-05T18:42:19.788527,{}
evt_3c65ff82918d40e4,payment,pay_f44521be673c428b,cust_e49624db3c2b49ca,payment.authorized,1499,INR,2026-08-05T18:42:22.788527,{}
evt_f40fd78306204b2c,payment,pay_f44521be673c428b,cust_e49624db3c2b49ca,payment.captured,1499,INR,2026-08-05T18:42:23.788527,{}
evt_26c9f1eddd9a4c3e,payment,pay_5f4a6c5425cc4f48,cust_5bccd3431704437c,payment.created,1499,INR,2026-08-05T20:34:59.788527,{}
evt_6e17b6a324a547be,payment,pay_5f4a6c5425cc4f48,cust_5bccd3431704437c,payment.failed,1499,INR,2026-08-05T20:35:54.788527,"{""reason"": ""insufficient_funds""}"
evt_5f5cea5e684c4125,payment,pay_12b1c23fccb7451e,cust_8562825a26ac4ed1,payment.created,4999,INR,2026-08-06T00:20:36.788527,{}
evt_12d07c45e7e24cf4,payment,pay_12b1c23fccb7451e,cust_8562825a26ac4ed1,payment.authorized,4999,INR,2026-08-06T00:20:43.788527,{}
evt_4b4ede954b6c41a3,payment,pay_12b1c23fccb7451e,cust_8562825a26ac4ed1,payment.captured,4999,INR,2026-08-06T00:20:45.788527,{}
evt_b66808ee56794063,payment,pay_3c39209d49ba405d,cust_d8b4a5646e3e44f3,payment.created,2499,INR,2026-08-06T02:32:06.788527,{}
evt_68f88012996848f8,payment,pay_3c39209d49ba405d,cust_d8b4a5646e3e44f3,payment.failed,2499,INR,2026-08-06T02:32:51.788527,"{""reason"": ""card_declined""}"
evt_488a7d0fd5274572,checkout,chk_8aa7410f90d34224,cust_c90bac92129b4d26,checkout.created,499,INR,2026-08-06T03:37:53.788527,{}
evt_6914a64bba3e432f,checkout,chk_8aa7410f90d34224,cust_c90bac92129b4d26,checkout.completed,499,INR,2026-08-06T03:39:00.788527,{}
evt_09d5cada47924e92,checkout,chk_18331b7a3d304a93,cust_af99e9041ec444f5,checkout.created,999,INR,2026-08-06T04:59:54.788527,{}
evt_193cece83d8f4334,checkout,chk_18331b7a3d304a93,cust_af99e9041ec444f5,checkout.completed,999,INR,2026-08-06T05:01:02.788527,{}
evt_62eb630d734f4b04,payment,pay_6d3c40dac0b44210,cust_9869eceec96f4583,payment.created,999,INR,2026-08-06T07:18:07.788527,{}
evt_eb53f53c91114cfa,payment,pay_6d3c40dac0b44210,cust_9869eceec96f4583,payment.authorized,999,INR,2026-08-06T07:18:11.788527,{}
evt_4ea47bc65a8b4eb1,payment,pay_6d3c40dac0b44210,cust_9869eceec96f4583,payment.captured,999,INR,2026-08-06T07:18:13.788527,{}
evt_d9f4fa5e4d1f4e25,checkout,chk_ef5defe7f00e4b60,cust_2d0bc3dc82554e21,checkout.created,2499,INR,2026-08-06T09:16:59.788527,{}
evt_d183f0c78e574fe8,checkout,chk_ef5defe7f00e4b60,cust_2d0bc3dc82554e21,checkout.abandoned,2499,INR,2026-08-06T09:42:59.788527,{}
evt_59305729ccab4c7e,subscription,sub_850243a21579425c,cust_8c792f3cf57b42b9,subscription.created,4999,INR,2026-08-06T10:27:58.788527,"{""plan"": ""plan_business""}"
evt_5fab2617e2184ec7,payment,pay_8d82750fc6f64aca,cust_87be90a2f9f24991,payment.created,999,INR,2026-08-06T16:03:37.788527,{}
evt_d31474a0d49b493c,payment,pay_8d82750fc6f64aca,cust_87be90a2f9f24991,payment.authorized,999,INR,2026-08-06T16:03:47.788527,{}
evt_19ea512220db48ec,payment,pay_8d82750fc6f64aca,cust_87be90a2f9f24991,payment.captured,999,INR,2026-08-06T16:03:52.788527,{}
evt_3cef210b15b9469a,subscription,sub_17f840ffc0954562,cust_0985e6d73ae541f9,subscription.created,4999,INR,2026-08-06T17:45:11.788527,"{""plan"": ""plan_business""}"
evt_6726afaa44ce45c3,payment,pay_46be5b8a99c94d4c,cust_2de6ccca9a154c19,payment.created,1499,INR,2026-08-06T20:04:38.788527,{}
evt_42fb4731ee814c40,payment,pay_46be5b8a99c94d4c,cust_2de6ccca9a154c19,payment.authorized,1499,INR,2026-08-06T20:04:45.788527,{}
evt_fec1a95ffb42445c,payment,pay_46be5b8a99c94d4c,cust_2de6ccca9a154c19,payment.captured,1499,INR,2026-08-06T20:04:46.788527,{}
evt_61f82f4c685e4b09,payment,pay_fc60fb02231946de,cust_6cb7c45b578e4994,payment.created,999,INR,2026-08-06T20:31:46.788527,{}
evt_faa0cfe465174f03,payment,pay_fc60fb02231946de,cust_6cb7c45b578e4994,payment.authorized,999,INR,2026-08-06T20:31:53.788527,{}
evt_24a4ad96459b44ff,payment,pay_fc60fb02231946de,cust_6cb7c45b578e4994,payment.captured,999,INR,2026-08-06T20:31:55.788527,{}
evt_81766343a6394aa9,payment,pay_b261f4acce784b2b,cust_ca5aab22db5343d9,payment.created,2499,INR,2026-08-06T21:19:14.788527,{}
evt_5d99e69a09d249a8,payment,pay_b261f4acce784b2b,cust_ca5aab22db5343d9,payment.authorized,2499,INR,2026-08-06T21:19:23.788527,{}
evt_282060e9dbf84242,payment,pay_b261f4acce784b2b,cust_ca5aab22db5343d9,payment.captured,2499,INR,2026-08-06T21:19:28.788527,{}
evt_fd380c53c300474b,payment,pay_398cde0fd98340b2,cust_68b0cd2a60874b50,payment.created,19999,INR,2026-08-06T22:10:08.788527,{}
